class,E_file,CreationYear,SizeOfInitializedData,DllCharacteristics,MajorImageVersion,CheckSum
0,4.895132241,2012,286720,0,0,541884
1,6.491173195,2012,47616,0,0,0
0,6.363845547,2012,53248,0,0,192962
1,7.91297236,2011,4096,0,5,0
0,6.163366446,2012,25088,33088,6,177933
1,7.641265876,2010,88576,1088,0,153387
0,6.817333714,2012,53248,64,0,186054
0,3.198472505,2011,20480,0,5,0
1,7.792621011,2011,348160,0,0,416225
0,5.757808387,2012,270336,0,0,429999
1,7.63969823,2010,89088,1088,0,148724
0,5.614803576,2010,7680,1024,0,34151
1,6.463135148,2011,46080,33792,0,68587
0,5.89191402,2010,49152,0,0,170649
1,6.273417509,2012,24576,32768,0,0
1,7.537236853,2011,233472,0,1,380851
1,7.12791436,2011,124928,33792,0,149770
0,7.895790897,2002,9268224,0,4,9248659
1,5.830161913,2012,97280,0,0,181530
0,7.998395981,1992,13312,0,0,3735625
0,6.740475088,2006,9216,320,6,187218
1,7.845928134,2012,4096,0,1,0
0,6.110817686,2012,1536,34112,0,119277
0,7.337112578,2012,88064,34144,0,126563
1,7.602417365,2010,89088,1088,0,152695
1,6.645059684,2011,288768,0,0,0
0,6.499453463,2006,18432,64,0,793469
0,5.792615215,2012,286720,256,0,514828
0,5.893154357,2012,20992,33088,6,83859
0,6.581792674,2012,164352,33088,6,317668
0,7.156163881,2012,78336,33088,6,83431
0,6.203288305,2012,14336,33088,6,86517
0,4.927330626,2009,8192,34112,0,111487
1,5.973414087,2011,9216,32768,0,50445
0,6.587516985,2012,36864,320,0,154607
1,4.56483524,2011,35840,32768,0,108168
0,6.493249675,2006,3995648,0,5,15917840
0,6.171083817,2009,159744,0,0,0
0,4.654823933,2009,2560,33088,6,29444
0,6.467099961,2012,18944,33088,6,229831
0,5.118412473,2010,20480,1344,0,105994
0,6.22931641,2012,11776,33088,6,114597
0,6.747611221,2012,4096,1024,0,17247
1,7.545731022,1992,32768,0,0,0
1,7.033410799,2010,65024,33792,0,135024
0,6.436647141,2012,17408,64,0,55142
0,6.375813804,2012,9216,33216,6,38190
0,6.915753472,2012,690176,33088,6,964131
1,7.08355415,2003,45056,0,18456,0
1,7.868643005,2004,0,0,0,0
0,3.75511184,2010,3235328,33088,0,4080089
1,5.64622994,2011,102912,33792,0,118441
1,4.895551749,2010,2560,0,0,0
0,5.603091293,2010,7680,1024,0,36018
0,5.391387633,2009,53248,0,0,162789
0,5.979676936,2012,34816,33088,6,65611
0,7.014509295,2012,96768,33088,6,131362
1,7.172941788,2012,315392,0,0,0
1,4.672139961,2011,105984,33792,0,141243
1,7.617859096,2010,88576,1088,0,140804
0,6.150921352,2012,28160,33088,6,98152
1,7.825086324,2012,417792,0,0,0
0,6.279419925,2012,326144,320,0,1267720
1,7.306756891,2004,1830912,0,0,0
1,7.097640384,2011,125952,0,1,206757
0,5.558559587,2012,12800,33088,6,35047
1,7.662546403,2010,84480,1088,0,136401
1,5.943210379,2011,438272,34112,0,0
1,6.910461382,2012,131072,0,1,233015
0,4.967134399,2012,8192,1280,0,146025
0,6.435979027,2009,17920,320,6,205209
1,7.690103396,1992,54272,0,0,0
0,5.17803113,2012,7168,33088,6,20816
1,6.165957207,2012,73728,0,8,297769
0,6.235164031,2010,90112,0,0,271763
0,5.804347875,2010,2564096,1344,9,4256184
0,6.299104468,2012,34816,320,0,117874
0,6.147226702,2012,2048,34112,0,53519
0,5.292003038,2008,10752,1344,0,22486
1,6.147867461,2011,12288,0,3007,70845
0,5.721960505,2010,8192,1344,0,332929
1,7.454938074,2010,70144,32768,0,60649
0,5.866287212,2008,49152,0,0,0
1,6.773690145,2012,140288,0,0,779713
0,6.447834821,2011,188416,0,0,870220
1,7.640559195,2010,84992,1088,0,118988
0,3.196004187,2010,3117568,33088,0,3512542
0,7.860323376,2011,334848,256,0,413194
0,5.52585223,2011,36864,34112,0,119396
0,7.734148649,2011,2292224,0,0,2491283
0,4.191230701,2012,617472,33024,0,803225
0,4.116477538,2009,8192,34112,0,40030
1,7.852670023,2012,12288,32768,0,76064
1,6.469550505,2006,32768,0,0,0
0,7.996578598,1998,75776,0,0,8871369
1,4.818318914,2011,14848,32768,0,92787
0,4.070102715,2010,3373056,33088,0,4497497
0,6.53311204,2012,16384,320,0,253126
0,5.167258311,2012,8192,33088,6,36938
0,6.334267942,2012,9216,33088,6,82306
0,5.621886856,2012,79360,33088,0,135020
0,6.146631856,2009,8192,320,6,91844
0,6.272191832,2012,44032,33088,6,55035
0,5.959189735,2012,11264,33088,6,44010
1,5.303466282,2010,16384,0,0,0
0,6.747856948,2011,707584,0,0,1010188
0,6.744373041,2011,2602496,0,0,5612433
1,7.695230693,2012,320378,0,0,413240
0,6.48043702,2012,112640,320,0,387140
1,6.19723199,1992,14848,0,0,68183
1,7.672964831,1992,53760,0,0,0
0,6.583451433,2007,98304,0,0,794134
0,5.861573305,2011,4096,34112,0,84354
0,6.601116316,2008,81920,0,0,507762
0,5.984243161,1998,18944,0,0,121335
0,7.430707118,2010,1013760,320,6,1468981
1,5.153729437,2009,138240,0,0,0
0,6.482995409,2012,66048,320,0,279498
0,6.175014349,2012,179712,33088,6,390318
0,6.398644209,2009,94208,320,6,333703
1,7.586673979,1992,28672,0,0,58844
0,6.209324984,2012,16384,33088,6,144835
0,6.224647239,2009,1536,34112,0,81941
1,6.048380929,2005,8704,0,0,67120
0,6.463410228,2012,9728,33216,6,62478
0,5.021192366,2008,16384,1344,0,68034
1,7.854888385,2012,312120,0,0,0
1,6.702646828,2013,93696,32768,0,0
0,6.603858509,2009,41984,320,6,706376
1,6.619610281,2011,275456,0,0,0
1,7.730224316,2010,8192,0,1,21347
1,5.785592179,1992,139264,0,0,0
0,6.168263359,2012,25600,33088,6,202980
1,7.482029796,2008,7168,0,0,0
1,7.634899147,2009,2280448,64,0,470005
1,7.009266191,2005,24064,0,0,0
1,5.421088396,2011,8192,0,1,279170
0,6.750295889,2012,253952,0,0,762731
1,7.639978255,2010,84992,1088,0,119596
0,4.279894255,2005,24576,0,0,0
0,6.47876903,2012,23552,33024,0,159823
1,6.866943532,2010,73216,33792,0,130611
1,6.900972629,2008,141824,0,0,147037
0,6.525160532,2012,4608,33088,8,121081
1,7.945079028,2007,4096,32768,6,0
0,6.123905912,2012,87552,256,0,204390
0,5.79359329,2005,6144,1024,5,15915
1,7.757108129,2012,221161,0,0,0
1,7.86887439,2011,15360,34112,0,0
0,6.46929683,2006,36352,0,0,0
0,6.170969456,2011,5120,320,6,71149
0,6.048778501,2006,24576,64,0,248727
0,6.243059753,2012,72192,256,0,144813
1,6.039485419,2010,117760,0,1,0
1,7.577934686,2010,135680,0,0,152094
0,5.287188286,2008,24576,0,0,119889
1,6.481649171,2012,89088,0,0,0
0,6.47677282,2012,30208,64,0,125523
1,7.811302538,2011,4096,0,4,15
1,5.59854405,2011,8192,0,1,161637
0,6.742752951,2006,29696,0,8,276356
0,6.337961177,2005,24576,0,0,0
1,6.225004258,1992,64512,0,0,0
0,6.712170719,2009,167936,0,0,893636
1,4.198498971,2009,2048,0,0,0
0,0.942085373,2009,4096,1344,6,47124
1,7.712811017,2011,29184,32768,0,120755
0,4.765315305,2009,8192,1344,0,134435
0,6.361368129,2011,78336,0,0,285775
0,6.313596022,2011,34816,33088,6,226705
0,6.046653711,2010,6116864,33088,0,12355973
0,5.49981176,2010,1531904,0,0,2348096
0,7.175362111,2012,2048,34112,0,187080
0,5.202618314,2012,37888,1280,0,67155
0,4.418148002,2012,67584,33088,6,134470
1,7.775641379,2012,245140,0,0,354236
0,6.354174201,2010,22528,320,0,100779
0,6.255452597,2011,46592,32768,0,181426
0,4.180956374,2010,12288,0,0,0
1,4.887872166,2011,8192,0,1,82090
1,7.927540353,1992,4096,0,0,0
0,6.328446771,2012,7680,64,0,34969
0,5.163888255,2009,8192,1344,0,119786
1,6.350909551,2011,120832,34112,0,0
0,7.286827174,2012,131584,33088,6,203208
1,7.632469996,2010,88576,1088,0,139345
1,7.658904978,2010,85504,1088,0,155639
0,6.518092353,2009,644096,320,6,1445761
0,5.332331336,2010,8192,1344,0,151614
0,6.536046098,2011,69632,0,0,264081
1,6.622466453,1992,86528,0,0,0
0,6.532960433,2012,14848,320,0,81126
1,7.18369785,2012,37888,0,0,273586
1,7.654780147,2010,89088,1088,0,126947
0,4.912635664,2007,93184,1344,9,104923
1,7.008637672,2011,76800,0,1,195161
0,5.960707565,2012,14848,33088,6,63203
1,7.367248381,2005,96256,0,5,0
1,7.820166921,2010,368640,0,3,110822
0,6.367994677,2010,49152,34048,0,131596
0,1.356751788,2012,1740800,33216,6,1810152
0,6.360094197,2012,40960,64,0,205050
1,5.411883038,2013,23552,0,0,59102
1,7.635592412,2012,7680,0,0,300124
1,7.588108709,2010,132608,0,0,153382
0,6.305478792,2012,57856,33088,6,100127
0,5.579489688,2011,45056,0,0,0
0,6.576074749,2012,550912,0,0,6787454
1,7.043170135,2004,45056,32768,5,110174
0,6.507757509,2012,20480,320,0,67688
0,5.770737733,2008,9728,1344,0,69318
0,5.684131357,2012,10752,1024,0,51167
1,7.131535568,2011,110592,0,0,166954
0,6.280576825,2012,326144,320,0,1278129
0,5.96582194,2011,77824,33024,0,164403
0,5.600249444,2012,28672,0,0,97836
0,6.546425208,2006,16896,64,0,251157
1,7.818976436,2011,4096,32768,4,37
0,6.36904049,2010,25088,0,0,121388
1,7.871244526,2011,4096,0,3,0
1,7.622409061,2010,88576,1088,0,103561
0,6.885181345,2012,5238784,320,0,16138518
1,7.151440414,2010,55296,0,0,0
0,5.870854476,2008,10162176,1024,0,0
0,5.251750056,2004,114688,0,0,0
0,6.484754606,2012,11776,320,0,66781
1,7.818296249,2011,10240,0,0,223831
1,7.619749054,2010,88576,1088,0,111739
1,7.625017504,2010,88576,1088,0,152380
0,7.999645517,2004,3584,33792,5,38225527
1,6.979788529,2011,155648,0,0,0
1,7.44251721,2012,434176,0,0,473625
1,6.629892512,2010,87552,33792,0,126772
0,7.005172382,2009,254464,320,6,518820
0,5.693329252,2004,36864,0,0,149924
0,6.030905766,2012,50688,33088,6,37349
1,6.939206348,1992,286720,0,0,0
0,6.894406705,2012,76288,33088,6,96800
0,6.53998635,2012,90112,0,0,317188
1,5.703986796,2011,36864,0,0,0
0,7.170981591,2012,806912,0,0,827701
0,6.306273946,2009,22528,0,0,75491
1,6.339147245,2011,78336,33792,0,144153
1,7.542195869,2010,91136,0,0,150265
1,7.628381013,2010,88576,1088,0,147954
0,6.143399783,2010,6144,320,6,91168
1,5.90931351,2011,69632,0,0,0
0,5.558398905,2012,7168,33088,6,31364
1,5.143921762,2011,98816,33792,0,115397
1,7.746372173,2011,363008,0,0,455651
0,5.976119589,2012,7680,33088,6,56909
0,6.549748691,2007,20480,33088,9,129727
1,7.658787101,2010,85504,1088,0,110539
0,6.134724253,2012,1536,34112,0,40192
0,5.982751928,2010,552960,0,0,676357
1,7.141443527,2009,56320,0,0,0
0,3.766164966,2012,71168,1280,0,135335
0,4.458351095,2012,8192,1344,0,96416
1,7.250809886,2011,71168,0,0,144294
1,7.952816651,2011,1851904,0,0,0
1,7.246066908,2012,134656,33024,0,0
0,6.729826845,2010,466432,33088,6,1239545
0,6.167442608,2009,1540096,0,0,4278900
0,6.795744484,2012,98304,33088,6,264361
0,6.71818652,2012,204800,0,0,488547
0,6.621261947,2010,45056,0,0,572900
0,6.276431716,2012,24064,33088,6,127083
0,5.659760821,2012,10240,33088,6,69345
1,7.755264012,2011,4096,32768,4,71
0,7.957219958,2010,10645504,0,0,11508044
0,6.051487299,2007,184320,0,0,598077
1,7.708730874,2011,400384,32768,1,439207
1,6.06351423,2012,507904,0,0,0
0,6.218307933,2012,24064,33088,6,98692
1,7.863498234,2010,1284096,0,0,0
1,7.28544745,2012,10752,0,0,342112
1,7.546177349,2005,116736,0,0,0
1,6.521315292,2012,2560,0,0,0
0,5.833684232,2010,32768,0,0,0
0,6.499442667,2012,19968,64,0,113925
0,6.268068018,2011,57344,0,0,279677
0,5.757444314,2009,20480,0,0,119291
0,6.46346942,2012,490496,33088,6,621280
1,7.8426204,2011,4096,32768,4,71
1,7.379506955,1992,101888,0,0,142610
0,6.31888045,2012,31232,33088,10,256215
1,7.787061322,2008,4096,0,5,0
0,5.966513721,2012,15360,33088,6,157338
0,6.669894893,2010,299008,0,1,0
1,7.635539553,2010,84480,1088,0,109906
1,7.640580323,2010,89088,1088,0,112194
0,6.349857786,2010,40960,0,0,0
0,6.397434456,2012,519168,320,0,1148274
0,3.194182449,2010,3116544,33088,0,3514000
1,5.742426873,2011,5632,32768,0,0
0,5.824228439,2012,14848,33088,6,44899
1,7.906496517,2004,37888,0,0,0
0,5.862567756,2012,36864,0,0,118374
1,6.290273461,2012,76288,0,1,135017
0,6.496927938,2012,62976,320,0,256505
1,6.361325623,2001,155648,32768,16661,381553
1,5.457103433,2012,10240,256,0,0
1,7.635106107,2010,84480,1088,0,130297
1,6.339523754,2013,14848,0,0,0
0,6.085232025,2005,946176,0,0,0
1,6.273655207,2009,66560,0,0,0
1,5.760630725,2011,36864,0,0,0
1,7.907744284,2004,40448,0,0,0
0,5.597325039,2010,7680,1024,0,80612
1,6.258001581,2011,12288,0,3,174166
1,7.052211153,2011,160768,0,0,134
1,7.205817316,2043,107008,0,0,0
1,7.020006209,1997,0,0,0,181896
0,5.524273794,1999,18944,0,0,42061
0,6.235715513,2012,133120,33088,6,135533
0,6.354609206,2012,80384,33088,6,382991
0,5.942270315,2006,28672,0,0,0
0,5.857633368,2012,9216,33088,6,26172
1,7.218083282,2009,412672,33024,1,0
1,5.797278299,2010,12288,0,1,93800
0,6.070664253,2012,13824,33088,6,95100
0,6.205538153,2012,12288,33088,6,124020
0,6.382613896,2012,64000,256,0,179605
0,6.083506369,2012,77824,0,0,275529
0,6.368347945,2010,69632,0,0,253780
0,6.427564315,2012,54784,320,0,274504
0,4.708528853,2008,20480,0,0,0
1,7.83416484,2011,5632,34112,0,0
1,7.4111576,1992,34304,0,0,0
0,3.383659019,2010,16384,0,0,0
1,7.332203973,2011,1961984,0,0,0
0,5.660755802,2010,8192,1344,0,718019
1,7.550641826,2010,4096,0,0,0
1,5.844846179,2012,104448,0,0,132935
0,6.060996881,2010,4608,34112,0,78896
0,6.442693025,2012,50176,256,0,185518
1,7.346589528,2011,1961984,0,0,0
1,7.196050042,2011,50176,0,0,185534
0,7.998442402,2001,212992,0,0,20518454
0,5.938134509,2012,36864,0,0,137963
0,7.973567728,2012,132096,0,0,4721908
0,6.907804272,2012,98304,33088,6,185359
0,6.490115328,2010,65536,0,0,305080
1,5.645730762,2011,102912,33792,0,144460
1,7.272376711,1970,364544,0,0,514620
0,3.310935534,2010,3196928,33088,0,3589509
0,7.999481689,1992,40960,32768,6,11164718
0,5.848163765,2012,21504,33088,6,98647
0,3.365906876,2010,8192,1344,0,47717
0,6.631354108,2009,585728,0,0,765309
1,7.388320731,2011,118784,0,0,0
1,5.785839385,2005,32768,0,0,106211
1,5.366658653,2012,5120,32768,0,25699
0,6.763182219,2012,105472,33088,6,148592
0,6.341225552,2012,155648,0,0,461798
0,5.768778646,2011,6656,0,0,0
0,4.515575259,2012,58880,1280,0,98422
0,6.301562704,2012,40448,33088,6,118120
0,6.237036427,2009,4608,320,6,51573
1,7.585365807,1992,263168,0,0,0
1,6.34577379,2010,2048,0,0,0
1,7.94161237,2012,430592,0,0,0
1,7.759201893,2009,1391104,64,0,0
0,6.120299801,2004,40960,0,0,0
1,7.628999058,2010,88576,1088,0,111841
0,6.216750851,2011,16896,320,6,134619
0,5.713804109,2012,9728,1024,0,67645
0,4.392882422,2012,8192,1344,0,95280
1,6.756298709,2007,8380928,0,0,0
0,5.515413147,2012,11264,33088,6,26618
0,5.483287849,2006,12288,64,0,121035
0,6.658251029,2006,5120,64,0,56770
1,7.50308451,2013,512,3,0,0
1,7.841429146,2012,32768,32768,0,0
0,5.525309024,2010,8192,1024,0,29583
0,3.839781487,2001,200704,0,0,0
1,6.73421732,2007,33280,0,1,102682
1,7.638125414,2010,84992,1088,0,134163
1,6.950698076,2005,22016,0,0,0
0,6.238471582,2006,4608,64,0,43081
1,7.721837599,2005,66560,0,0,0
1,7.338366622,1970,54784,0,1,0
0,6.285139528,2012,19456,33088,6,104586
0,6.376475189,2006,3584,64,0,73342
1,7.609628944,2009,2144256,64,0,507059
0,4.61997024,2012,6656,33088,6,54021
0,6.48662831,2012,13824,320,0,45553
1,7.640375598,2010,84992,1088,0,116222
1,6.372733154,2011,81408,33792,0,95692
0,7.999597041,2007,73216,32768,5,16897572
0,6.508012752,2012,6144,33216,6,76583
0,6.490903288,2012,14848,33088,6,138057
1,7.983393353,2012,353792,33024,0,0
1,5.559768782,2013,1536,34112,0,0
0,5.997764261,2012,16384,33088,6,130846
0,6.144891912,2012,8192,33088,6,41808
1,7.604180983,2010,89088,1088,0,113682
0,6.144838303,2012,374784,33088,6,506377
0,5.891586894,2006,3484160,0,6,6372271
1,5.142617679,2011,98816,33792,0,115801
1,6.019491069,2011,249856,1024,0,286732
1,7.88335116,2004,0,0,0,0
1,7.640594938,2010,84992,1088,0,113517
1,7.925572184,2011,23040,0,0,371483
0,6.050027425,2012,2560,34144,0,199542
1,7.807239626,2010,0,0,0,789318
1,7.880369447,2011,4096,0,2,0
0,5.416032414,2012,53248,320,0,140190
0,6.06710862,2012,3072,34112,0,91329
1,7.709729461,2009,2605056,0,0,0
1,7.670251198,2011,372736,0,0,460572
0,5.731695933,2012,2938880,1344,0,2951046
1,7.739842134,2011,4096,1024,0,0
0,5.219755644,2010,4828672,33088,0,9215863
1,3.642831822,2012,59392,0,1,110884
0,6.274067268,2066,24576,0,0,0
0,5.340201992,2012,6656,33088,6,48964
0,6.220304882,2006,110592,64,0,446445
0,4.232981529,2008,61440,1344,0,100179
0,4.593615514,2006,8192,1024,0,43032
0,6.510529779,2006,23040,64,0,174785
0,6.1441214,2012,61440,320,6,387941
0,5.248893771,2009,20480,0,0,102861
0,6.454931078,2012,13312,320,0,31770
0,4.75536649,2006,389120,0,0,752204
1,7.257826919,2010,46592,0,0,46299
0,6.489743116,2012,86016,0,0,519359
0,6.909954534,2009,44032,320,10,797753
0,5.78314043,2012,305152,33088,6,221360
1,7.517986676,2013,512,2,0,0
0,6.132221275,2012,9728,1024,0,34170
1,5.759421591,2012,10752,0,0,234308
1,7.968256936,2011,505856,0,0,445780
1,5.663941043,2004,32768,0,0,135384
0,6.190289114,2012,74752,33088,6,316726
0,6.499095459,2012,1160192,32768,0,2821107
0,5.682361755,2012,7680,33088,6,24191
0,5.998380404,2012,11264,33088,6,69157
1,7.209664013,2010,150016,32768,0,0
0,6.411225424,2012,49152,64,0,181998
0,7.994804057,2005,4096,33792,5,1542278
0,6.127938791,2012,17920,33088,6,148131
1,7.293676162,2009,966144,33088,1,0
0,6.12801537,2012,14848,33088,6,56600
0,3.111116492,2009,1536,1344,6,46849
1,7.99854712,2011,4096,0,5,0
0,6.190917461,2009,24576,320,6,288441
1,4.544020147,2011,30208,32768,0,85605
1,4.781086261,2011,26112,32768,0,97472
0,6.865201313,2012,120832,33088,6,329595
0,6.515294493,2007,37376,320,9,302908
1,5.007781486,2012,28672,0,8,187429
0,4.003935047,2005,1413632,0,8,0
0,6.131733035,2006,2048,1024,0,35980
1,6.949269956,2011,31232,32768,0,399923
0,5.936463814,2012,604672,0,0,1718607
0,5.942622935,2003,36864,0,0,0
1,5.521198459,2011,12288,0,1,290674
0,3.457707311,2009,16896,1344,6,20266
0,6.443961855,2005,13824,0,0,91555
1,6.643541976,2009,119296,0,0,0
0,6.426920166,2012,1497600,33088,6,3546887
1,7.139691352,2011,2039808,0,0,0
1,7.634406233,2010,84480,1088,0,151481
1,6.780719898,2011,122880,0,0,0
0,6.679745169,1992,117760,0,0,0
1,7.66313429,2010,88576,1088,0,125294
1,6.392865059,1992,9728,0,0,0
0,3.333910535,2010,16384,0,0,0
1,7.644101307,2012,47104,0,0,233246
1,5.958496096,2011,9216,32768,0,93146
1,7.659271942,2010,84480,1088,0,119453
1,7.663987593,2008,16384,0,4,0
1,7.63412334,2010,84992,1088,0,150382
0,5.737319701,2010,667648,1344,0,6031358
1,7.649168768,2010,84480,1088,0,156435
0,3.353099026,2009,1024,1344,6,18087
1,7.26585103,2012,10752,33792,0,144916
0,7.993254577,2005,72704,33792,5,1256111
1,7.80742247,2010,19456,0,0,106322
0,5.878854279,2012,282624,256,0,564023
1,7.509733986,1970,8192,0,1,0
1,7.660812341,2012,17408,0,0,334810
0,5.107298761,2004,20480,0,0,105310
0,5.740065658,2012,24576,0,0,78851
1,7.927188883,1992,4096,0,0,0
1,7.324497316,2011,138240,32768,0,0
1,5.222206207,2011,98816,33792,0,112617
1,5.231595149,2011,98304,33792,0,159419
0,6.579626776,2003,100352,0,0,98496
0,5.872921474,2012,10752,33088,6,106018
1,7.81091841,2007,4096,0,6,0
0,3.505399103,2010,3148288,33088,0,3778246
1,7.027532323,2010,65536,33792,0,118597
0,6.67127228,2005,264192,0,5,2395176
0,6.185466462,2007,3584,1024,0,55636
1,7.004445041,1992,23552,0,0,195793
0,6.078584058,2009,28672,0,0,112607
0,6.684503278,2012,57344,0,0,308201
0,7.996612111,2010,12800,0,0,3225809
0,6.032058903,2006,487424,0,0,623768
0,6.736778132,2009,60928,320,6,104520
0,5.308471672,2012,17408,33088,6,39935
1,6.123408588,2008,56832,0,5,0
1,7.71320255,2005,71680,0,0,0
0,0.950306496,2009,4096,1344,6,37131
0,6.349631028,2012,17920,34144,0,409183
0,6.222422074,2012,345088,33088,6,796448
1,7.664919762,2010,84480,1088,0,110794
1,6.237901768,2011,4096,32768,0,90162
0,6.378494151,2012,98816,33088,6,131168
0,6.279981585,2012,74240,33088,6,231358
0,6.605898919,2012,161792,1024,0,1007795
1,7.724314197,2011,390144,32768,1,399923
1,7.02419313,2011,30720,0,0,140856
0,6.23480212,2012,9216,33088,6,86996
0,7.999229725,2009,164864,32768,6,26402656
0,5.100816317,2008,14848,1344,0,68717
0,6.026538006,2010,6656,1024,0,76098
1,7.726795688,2011,99840,0,1,59001
1,7.152057684,2012,38400,0,0,244431
0,4.657580913,2008,24576,0,0,0
1,5.22600937,2004,17920,0,0,77205
1,7.976202232,2011,4096,0,9,0
1,6.849719364,2005,164352,0,5,0
0,6.68855744,2006,266752,0,5,2451681
0,5.893080097,2012,13824,33088,6,57555
0,6.122927822,2012,57344,0,0,165520
1,7.508195147,2011,4096,0,9,0
0,6.648923416,2006,12800,64,0,233295
0,6.640249438,1999,27136,0,0,0
1,7.318897666,2011,448512,32768,1,473059
0,6.789578217,2011,2490368,1024,0,2554472
0,5.91034937,2012,8704,33088,6,79199
0,5.791277834,2010,36864,1344,0,553758
0,6.426655628,2012,108032,33088,6,208820
0,5.880498402,2009,5632,320,6,31505
0,5.742270711,2012,297984,320,6,840047
1,7.638550129,2010,84992,1088,0,123146
0,7.98795638,1992,14336,32768,0,0
1,4.822480145,2011,16384,0,1,128785
1,7.049889333,2010,65536,33792,0,98214
1,4.438039889,2011,35840,32768,0,126877
0,6.625587051,2011,176128,0,5,839893
0,7.999512069,2009,312320,0,1,386162
0,7.136066154,2012,241664,34112,0,600096
0,6.687691546,2012,507904,0,0,2415337
0,5.989462497,2006,36864,64,0,398154
0,6.507893686,2003,115712,0,0,85538
0,5.931077966,2012,60928,33088,6,106229
1,7.896646167,2011,12288,0,5,0
1,4.825224459,2011,26112,32768,0,112650
0,6.681083091,2005,264704,0,5,2373679
0,7.018107456,2012,96256,33088,6,127796
0,6.156115422,2012,8704,1024,0,34252
0,5.769235586,2002,8192,0,0,376815
1,7.051956148,2011,59904,0,0,161679
0,5.14179888,2006,24576,0,0,118575
0,6.597684002,2012,128000,33088,6,249792
0,5.092195679,2012,23040,33088,6,212131
0,6.959785161,2010,656384,320,6,948877
1,7.106265986,2011,423424,0,0,462298
0,5.882742859,2012,33792,33088,6,168913
1,7.63711685,2011,373760,0,0,448572
0,4.620352064,2008,28160,1344,0,59412
0,6.374845172,2006,3584,64,0,17914
1,7.691505124,1992,54272,0,0,0
0,6.49355496,2012,118784,0,0,567945
1,7.26217996,2008,1871872,0,0,0
1,6.427653964,2003,144896,32768,40386,424318
0,3.3062129,2010,3207680,33088,0,3603542
1,7.4439673,2005,67584,0,0,0
1,6.562104374,2012,195072,0,0,788293
0,6.519604412,2012,23040,33088,6,265542
1,6.731888618,2011,102400,0,0,0
1,7.854541902,2007,4096,0,7,0
0,7.999566119,2004,3584,33792,5,58087264
0,4.600950785,1999,30208,0,0,89995
0,2.580510603,2010,16384,0,0,0
1,7.059095511,2010,19968,0,1,83450
0,6.608827309,2010,118784,0,0,0
0,6.592949658,2007,289280,320,6,3534245
0,5.857581701,2012,13312,33088,6,68684
1,6.399151541,2012,6144,256,0,0
0,6.307099578,2012,49152,0,0,293458
0,6.478356401,2006,15360,64,0,121506
1,5.645070994,2011,102912,33792,0,158818
0,6.762924281,2011,123392,0,0,0
0,6.062996889,2011,12800,0,4,65434
0,3.613030109,2009,24576,1344,6,92695
0,6.512048814,2012,176640,0,0,527514
0,5.390143885,2012,7168,33088,6,49208
0,5.925500162,2012,9728,33088,6,50089
0,5.571829745,2012,1241088,0,0,1531330
0,6.426910124,2012,9216,33216,6,64712
0,6.552501216,2012,61440,33088,0,322100
0,6.264025477,2008,172032,320,0,627485
0,3.872181147,2009,2048,1344,6,65854
0,4.870075387,2009,16384,0,0,92011
1,7.048848811,2010,65536,33792,0,117881
0,3.721288508,2012,74752,1280,0,126877
0,4.600265643,2011,27648,1344,6,73659
0,7.267591466,2012,92672,33088,6,121987
0,4.997157678,2012,2138112,33088,0,3947140
1,7.929622801,2011,114688,0,4,178283
1,7.394876373,1992,49152,0,0,0
0,6.521713457,2009,5120,0,5,85929
0,6.320214747,2012,30208,33088,6,187084
1,7.657337904,2010,84480,1088,0,92747
1,7.733300439,2011,306379,0,0,0
1,7.602589816,1970,46592,0,0,142227
0,6.168089572,2012,105984,33088,6,89345
0,4.523038425,2009,302592,32768,9,376525
1,7.895137824,1992,4096,0,0,0
1,5.870020102,2011,270848,0,0,0
1,7.520435472,2011,93696,32768,0,81531
0,6.453258267,2012,201216,0,0,395773
0,5.943870446,2010,102400,0,0,485491
1,6.84935771,2012,299520,0,0,881939
1,7.695241024,2012,320378,0,0,412986
1,7.301707041,1970,23552,0,2,0
1,7.237284171,2011,25088,0,0,102846
1,5.345859484,2011,17408,32768,0,60154
1,6.515430266,2010,65536,0,1,260123
0,6.287580626,2006,229376,1024,0,246760
1,7.640728078,2010,84992,1088,0,114573
1,6.460750822,1992,76800,0,0,0
0,4.514900879,2012,6656,33088,6,60003
0,7.117246912,2012,92672,33216,6,141296
1,7.757464097,2005,69120,0,0,0
1,7.91955544,2011,59904,0,0,146396
0,3.983220554,2012,11927552,32768,0,12344653
0,6.218419558,2008,3584,1344,0,10096
1,7.63891292,2010,84992,1088,0,121719
0,5.465738228,2012,23040,33088,6,44842
1,7.708315524,1992,91648,0,0,136896
1,7.151746544,2010,32256,0,0,45672
0,6.048585682,2012,77824,0,0,237786
0,6.307051589,2008,3072,1344,0,33111
1,6.482517173,2005,69632,0,0,460145
1,5.981502066,2010,32256,34112,0,0
1,5.695743651,2013,20480,0,0,64143
0,6.546136973,2012,96256,33088,6,502134
0,6.056453316,2011,53248,0,0,189310
1,7.809854851,2011,4096,32768,4,71
0,6.483597759,2012,163328,320,0,693785
0,5.992113412,2012,7680,33088,6,70369
1,6.289242469,2011,28672,0,12,0
0,6.438158602,2013,126976,320,6,797363
1,6.527217989,2009,65024,0,0,0
1,6.10624169,2012,73216,0,0,0
0,6.541513517,2006,5120,0,8,45398
1,5.61414331,2012,10240,0,0,0
